Participant,TimeOfDay,TimeSinceStartOfExperiment,JumpNoJump,LeaningGamepad,Interface,TrialNo,PathID,LocationALongPath,TotalPointing,PointingCounterFromLocation,PointingPhase,Trivial,TargetID,Controller Position X,Controller Position Y,Controller Position Z,Target Position X,Target Position Y,Target Position Z,Target Yaw,Target Pitch, Pointing Yaw, Pointing Pitch,Signed Pointing Error Yaw, Signed Pointing Error Pitch,Absolute Pointing Error Yaw, Absolute Pointing Error Pitch,Pointing Time,Correct distance in 3D,Distance Estimate,Signed Distance Estimate Error,Absolute Distance Estimate Error
P01,2021-03-11 12:03:41 PM,7.392928,Nojump,Controller,Controller,1,A,1,1,1,rapid1stPointing,Yes,bench (UnityEngine.AudioClip),-240.2947,10.74543,24.51953,-7.804039,6.22,-15.4706,350.2402,-1.098987,45.23366,-4.854334,54.99347,3.755347,54.99347,3.755347,0.2184032,
P01,2021-03-11 12:03:43 PM,10.21623,Nojump,Controller,Controller,1,A,1,2,2,rapid1stPointing,Yes,dumpster (UnityEngine.AudioClip),-240.0749,10.79782,24.25119,-7.804039,6.22,-15.4706,350.2954,-1.112941,352.6024,-3.495867,2.307007,2.382926,2.307007,2.382926,0.5961993,
P01,2021-03-11 12:03:50 PM,16.87661,Nojump,Controller,Controller,1,A,1,3,1,rapid2ndPointing,Yes,bench (UnityEngine.AudioClip),-240.448,10.65172,24.55924,-7.804039,6.22,-15.4706,350.237,-1.075515,64.67886,10.14061,74.44186,-11.21612,74.44186,11.21612,0.2645236,
P01,2021-03-11 12:03:50 PM,17.15608,Nojump,Controller,Controller,1,A,1,4,1,distanceJudgmentAnd2ndPointing,Yes,bench (UnityEngine.AudioClip),-240.4503,10.65263,24.55303,-7.804039,6.22,-15.4706,350.2386,-1.075731,64.2065,9.267504,73.96793,-10.34323,73.96793,10.34323,0.5528359,236.1055,0.03998146,236.0655,236.0655
P01,2021-03-11 12:03:52 PM,18.84135,Nojump,Controller,Controller,1,A,1,5,2,rapid2ndPointing,Yes,dumpster (UnityEngine.AudioClip),-240.4445,10.64528,24.5679,-7.804039,6.22,-15.4706,350.2348,-1.073961,64.84187,8.328973,74.60706,-9.402934,74.60706,9.402934,0.0966282,
P01,2021-03-11 12:03:52 PM,19.13294,Nojump,Controller,Controller,1,A,1,6,2,distanceJudgmentAnd2ndPointing,Yes,dumpster (UnityEngine.AudioClip),-240.4475,10.64858,24.55704,-7.804039,6.22,-15.4706,350.2375,-1.074757,64.0092,8.140275,73.77167,-9.215032,73.77167,9.215032,0.3961924,236.1034,0.03998271,236.0634,236.0634
P01,2021-03-11 12:04:04 PM,30.42754,Nojump,Controller,Controller,1,A,2,7,1,rapid1stPointing,No,dumpster (UnityEngine.AudioClip),-224.0843,10.63895,21.95099,-7.804039,6.22,-15.4706,350.1837,-1.153348,65.34964,3.013683,75.16599,-4.167031,75.16599,4.167031,0.4593851,
P01,2021-03-11 12:04:07 PM,33.25203,Nojump,Controller,Controller,1,A,2,8,2,rapid1stPointing,No,bench (UnityEngine.AudioClip),-224.0735,10.63033,21.95851,-7.804039,6.22,-15.4706,350.1812,-1.151148,60.18705,-13.9346,70.0058,12.78345,70.0058,12.78345,0.0132923,
P01,2021-03-11 12:04:09 PM,35.79866,Nojump,Controller,Controller,1,A,2,9,3,rapid1stPointing,Yes,fountain (UnityEngine.AudioClip),-224.0639,10.62356,21.95475,-7.804039,6.22,-15.4706,350.1818,-1.149436,57.49677,-18.34711,67.31497,17.19767,67.31497,17.19767,0.0140742,
P01,2021-03-11 12:04:16 PM,42.21831,Nojump,Controller,Controller,1,A,2,10,1,rapid2ndPointing,No,dumpster (UnityEngine.AudioClip),-224.0761,10.6479,21.92317,-7.804039,6.22,-15.4706,350.1905,-1.155752,61.21741,8.587542,71.02695,-9.743293,71.02695,9.743293,0.0138202,
P01,2021-03-11 12:04:16 PM,42.37226,Nojump,Controller,Controller,1,A,2,11,1,distanceJudgmentAnd2ndPointing,No,dumpster (UnityEngine.AudioClip),-224.0763,10.64483,21.9292,-7.804039,6.22,-15.4706,350.1889,-1.154945,62.08651,7.75231,71.89761,-8.907255,71.89761,8.907255,0.1680631,219.5268,0.04001146,219.4868,219.4868
P01,2021-03-11 12:04:17 PM,44.00029,Nojump,Controller,Controller,1,A,2,12,2,rapid2ndPointing,No,bench (UnityEngine.AudioClip),-224.075,10.6449,21.93216,-7.804039,6.22,-15.4706,350.1881,-1.154968,62.2072,7.920301,72.01913,-9.075269,72.01913,9.075269,0.0200204,
P01,2021-03-11 12:04:17 PM,44.16719,Nojump,Controller,Controller,1,A,2,13,2,distanceJudgmentAnd2ndPointing,No,bench (UnityEngine.AudioClip),-224.0736,10.64193,21.93614,-7.804039,6.22,-15.4706,350.187,-1.154196,62.23372,6.911761,72.04669,-8.065957,72.04669,8.065957,0.1812524,219.5253,0.03999604,219.4853,219.4853
P01,2021-03-11 12:04:19 PM,45.79657,Nojump,Controller,Controller,1,A,2,14,3,rapid2ndPointing,Yes,fountain (UnityEngine.AudioClip),-224.0732,10.6412,21.93719,-7.804039,6.22,-15.4706,350.1867,-1.154007,62.36908,7.208783,72.18237,-8.362791,72.18237,8.362791,0.0137404,
P01,2021-03-11 12:04:19 PM,45.86692,Nojump,Controller,Controller,1,A,2,15,3,distanceJudgmentAnd2ndPointing,Yes,fountain (UnityEngine.AudioClip),-224.0734,10.64145,21.93664,-7.804039,6.22,-15.4706,350.1869,-1.154072,62.34702,7.25701,72.16016,-8.411081,72.16016,8.411081,0.0835565,219.5251,0.04001348,219.4851,219.4851
P01,2021-03-11 12:04:32 PM,58.86509,Nojump,Controller,Controller,1,A,3,16,1,rapid1stPointing,No,dumpster (UnityEngine.AudioClip),-219.4003,10.6503,21.55498,-7.804039,6.22,-15.4706,350.0747,-1.181509,66.40586,12.69167,76.33112,-13.87318,76.33112,13.87318,0.6084847,
P01,2021-03-11 12:04:35 PM,61.21828,Nojump,Controller,Controller,1,A,3,17,2,rapid1stPointing,No,fountain (UnityEngine.AudioClip),-219.4221,10.63622,21.54322,-7.804039,6.22,-15.4706,350.0788,-1.177648,70.29615,-3.395055,80.21732,2.217408,80.21732,2.217408,0.0695421,
P01,2021-03-11 12:04:37 PM,63.97736,Nojump,Controller,Controller,1,A,3,18,3,rapid1stPointing,No,bench (UnityEngine.AudioClip),-219.451,10.71927,21.54051,-7.804039,6.22,-15.4706,350.0809,-1.199633,70.2411,-10.23177,80.16022,9.032133,80.16022,9.032133,0.0852505,
P01,2021-03-11 12:04:40 PM,66.51092,Nojump,Controller,Controller,1,A,3,19,4,rapid1stPointing,Yes,mailbox (UnityEngine.AudioClip),-219.4482,10.68873,21.52737,-7.804039,6.22,-15.4706,350.0842,-1.191519,69.94198,-11.81802,79.85779,10.62651,79.85779,10.62651,0.0142184,
P01,2021-03-11 12:04:46 PM,72.99925,Nojump,Controller,Controller,1,A,3,20,1,rapid2ndPointing,No,dumpster (UnityEngine.AudioClip),-219.3732,10.64576,21.54323,-7.804039,6.22,-15.4706,350.0766,-1.180458,56.52538,11.73412,66.44879,-12.91458,66.44879,12.91458,0.1256557,
P01,2021-03-11 12:04:47 PM,73.30569,Nojump,Controller,Controller,1,A,3,21,1,distanceJudgmentAnd2ndPointing,No,dumpster (UnityEngine.AudioClip),-219.3707,10.64347,21.54974,-7.804039,6.22,-15.4706,350.0748,-1.179854,56.5274,10.7154,66.45264,-11.89526,66.45264,11.89526,0.4315123,214.8267,0.04000156,214.7867,214.7867
P01,2021-03-11 12:04:48 PM,74.92157,Nojump,Controller,Controller,1,A,3,22,2,rapid2ndPointing,No,fountain (UnityEngine.AudioClip),-219.3758,10.65366,21.52796,-7.804039,6.22,-15.4706,350.0807,-1.182563,54.91415,12.10862,64.83344,-13.29119,64.83344,13.29119,0.0275073,
P01,2021-03-11 12:04:48 PM,75.18571,Nojump,Controller,Controller,1,A,3,23,2,distanceJudgmentAnd2ndPointing,No,fountain (UnityEngine.AudioClip),-219.3736,10.65019,21.5364,-7.804039,6.22,-15.4706,350.0784,-1.181643,55.24035,11.0411,65.16196,-12.22274,65.16196,12.22274,0.2911628,214.8275,0.03999548,214.7875,214.7875
P01,2021-03-11 12:04:50 PM,76.81472,Nojump,Controller,Controller,1,A,3,24,3,rapid2ndPointing,No,bench (UnityEngine.AudioClip),-219.3758,10.65185,21.53253,-7.804039,6.22,-15.4706,350.0795,-1.182078,55.43365,11.67761,65.35413,-12.85969,65.35413,12.85969,0.0133308,
P01,2021-03-11 12:04:50 PM,76.9551,Nojump,Controller,Controller,1,A,3,25,3,distanceJudgmentAnd2ndPointing,No,bench (UnityEngine.AudioClip),-219.3752,10.6502,21.53714,-7.804039,6.22,-15.4706,350.0783,-1.181635,55.75224,11.21794,65.67395,-12.39958,65.67395,12.39958,0.1541401,214.8291,0.04000203,214.7891,214.7891
P01,2021-03-11 12:04:52 PM,78.58315,Nojump,Controller,Controller,1,A,3,26,4,rapid2ndPointing,Yes,mailbox (UnityEngine.AudioClip),-219.3753,10.65186,21.52971,-7.804039,6.22,-15.4706,350.0802,-1.182085,54.47857,11.3775,64.39835,-12.55958,64.39835,12.55958,0.013641,
