Participant,TimeOfDay,TimeSinceStartOfExperiment,JumpNoJump,LeaningGamepad,Interface,TrialNo,PathID,LocationALongPath,TotalPointing,PointingCounterFromLocation,PointingPhase,Trivial,TargetID,Controller Position X,Controller Position Y,Controller Position Z,Target Position X,Target Position Y,Target Position Z,Target Yaw,Target Pitch, Pointing Yaw, Pointing Pitch,Signed Pointing Error Yaw, Signed Pointing Error Pitch,Absolute Pointing Error Yaw, Absolute Pointing Error Pitch,Pointing Time,Correct distance in 3D,Distance Estimate,Signed Distance Estimate Error,Absolute Distance Estimate Error
P01,2021-03-11 11:20:42 AM,5.945265,Nojump,Controller,Controller,1,A,1,1,1,rapid1stPointing,Yes,bench (UnityEngine.AudioClip),-240.5178,10.73902,24.42049,-7.804039,6.22,-15.4706,350.2731,-1.096486,90.68896,-5.000912,100.4159,3.904427,100.4159,3.904427,0.799626,
P01,2021-03-11 11:20:45 AM,8.993315,Nojump,Controller,Controller,1,A,1,2,2,rapid1stPointing,Yes,dumpster (UnityEngine.AudioClip),-240.2139,10.8456,24.06033,-7.804039,6.22,-15.4706,350.3469,-1.124055,356.7809,-3.514689,6.434052,2.390635,6.434052,2.390635,0.8775902,
P01,2021-03-11 11:20:51 AM,15.39857,Nojump,Controller,Controller,1,A,1,3,1,rapid2ndPointing,Yes,bench (UnityEngine.AudioClip),-240.4425,10.63831,24.27507,-7.804039,6.22,-15.4706,350.3048,-1.072504,63.66565,6.695452,73.36087,-7.767956,73.36087,7.767956,0.0270449,
P01,2021-03-11 11:20:51 AM,15.71913,Nojump,Controller,Controller,1,A,1,4,1,distanceJudgmentAnd2ndPointing,Yes,bench (UnityEngine.AudioClip),-240.4446,10.63744,24.27336,-7.804039,6.22,-15.4706,350.3053,-1.072284,63.7813,5.929025,73.47604,-7.001309,73.47604,7.001309,0.3472699,236.0524,0.03999759,236.0124,236.0124
P01,2021-03-11 11:20:53 AM,17.33421,Nojump,Controller,Controller,1,A,1,5,2,rapid2ndPointing,Yes,dumpster (UnityEngine.AudioClip),-240.4435,10.63809,24.266,-7.804039,6.22,-15.4706,350.307,-1.072455,62.09018,5.30543,71.7832,-6.377885,71.7832,6.377885,0.019659,
P01,2021-03-11 11:20:53 AM,17.48683,Nojump,Controller,Controller,1,A,1,6,2,distanceJudgmentAnd2ndPointing,Yes,dumpster (UnityEngine.AudioClip),-240.4418,10.63682,24.26889,-7.804039,6.22,-15.4706,350.3062,-1.072151,61.99071,5.045925,71.68451,-6.118076,71.68451,6.118076,0.1664612,236.0489,0.03999511,236.0089,236.0089
P01,2021-03-11 11:21:05 AM,29.66884,Nojump,Controller,Controller,1,A,2,7,1,rapid1stPointing,No,bench (UnityEngine.AudioClip),-225.1102,10.79996,21.49165,-7.804039,6.22,-15.4706,350.3468,-1.1903,59.68483,-4.484927,69.33807,3.294627,69.33807,3.294627,1.002858,
P01,2021-03-11 11:21:08 AM,32.31081,Nojump,Controller,Controller,1,A,2,8,2,rapid1stPointing,No,dumpster (UnityEngine.AudioClip),-225.2464,10.7503,21.45641,-7.804039,6.22,-15.4706,350.3617,-1.176713,126.8391,0.7326004,136.4774,-1.909313,136.4774,1.909313,0.3052238,
P01,2021-03-11 11:21:10 AM,34.72062,Nojump,Controller,Controller,1,A,2,9,3,rapid1stPointing,Yes,fountain (UnityEngine.AudioClip),-224.843,10.83322,21.26999,-7.804039,6.22,-15.4706,350.392,-1.200577,354.656,-7.358521,4.263977,6.157944,4.263977,6.157944,0.1531226,
P01,2021-03-11 11:21:17 AM,41.13897,Nojump,Controller,Controller,1,A,2,10,1,rapid2ndPointing,No,bench (UnityEngine.AudioClip),-225.0716,10.64973,21.54211,-7.804039,6.22,-15.4706,350.3322,-1.151423,62.90067,8.540509,72.56851,-9.691932,72.56851,9.691932,0.0214754,
