Participant,TimeOfDay,TimeSinceStartOfExperiment,JumpNoJump,LeaningGamepad,Interface,TrialNo,PathID,LocationALongPath,TotalPointing,PointingCounterFromLocation,PointingPhase,Trivial,TargetID,Controller Position X,Controller Position Y,Controller Position Z,Target Position X,Target Position Y,Target Position Z,Target Yaw,Target Pitch, Pointing Yaw, Pointing Pitch,Signed Pointing Error Yaw, Signed Pointing Error Pitch,Absolute Pointing Error Yaw, Absolute Pointing Error Pitch,Pointing Time,Correct distance in 3D,Distance Estimate,Signed Distance Estimate Error,Absolute Distance Estimate Error
P01,2021-03-11 11:12:42 AM,3.431096,Nojump,Controller,Controller,1,A,1,1,1,rapid1stPointing,Yes,bench (UnityEngine.AudioClip),-240.6784,10.73416,24.53907,-7.804039,6.22,-15.4706,350.2513,-1.094481,97.82514,-7.275933,107.5738,6.181452,107.5738,6.181452,0.1175339,
P01,2021-03-11 11:12:45 AM,6.021832,Nojump,Controller,Controller,1,A,1,2,2,rapid1stPointing,Yes,dumpster (UnityEngine.AudioClip),-240.3167,10.74312,24.44952,-7.804039,6.22,-15.4706,350.2579,-1.098381,46.74978,-10.06259,56.49191,8.96421,56.49191,8.96421,0.4041471,
P01,2021-03-11 11:12:51 AM,12.4142,Nojump,Controller,Controller,1,A,1,3,1,rapid2ndPointing,Yes,bench (UnityEngine.AudioClip),-240.6386,10.69479,24.47345,-7.804039,6.22,-15.4706,350.2654,-1.085168,92.22943,-3.904281,101.9641,2.819113,101.9641,2.819113,0.0139593,
P01,2021-03-11 11:12:52 AM,12.97138,Nojump,Controller,Controller,1,A,1,4,1,distanceJudgmentAnd2ndPointing,Yes,bench (UnityEngine.AudioClip),-240.6391,10.6932,24.47384,-7.804039,6.22,-15.4706,350.2653,-1.08478,92.55778,-4.670687,102.2925,3.585907,102.2925,3.585907,0.5710019,236.2789,4.18145,232.0975,232.0975
P01,2021-03-11 11:12:53 AM,14.58615,Nojump,Controller,Controller,1,A,1,5,2,rapid2ndPointing,Yes,dumpster (UnityEngine.AudioClip),-240.6382,10.69196,24.47243,-7.804039,6.22,-15.4706,350.2656,-1.084485,92.20003,-4.980575,101.9344,3.89609,101.9344,3.89609,0.0140336,
P01,2021-03-11 11:12:54 AM,15.032,Nojump,Controller,Controller,1,A,1,6,2,distanceJudgmentAnd2ndPointing,Yes,dumpster (UnityEngine.AudioClip),-240.6369,10.69279,24.4728,-7.804039,6.22,-15.4706,350.2654,-1.084693,91.78403,-4.587041,101.5186,3.502349,101.5186,3.502349,0.4598719,236.2766,3.188804,233.0878,233.0878
P01,2021-03-11 11:13:11 AM,31.86249,Nojump,Controller,Controller,1,A,2,7,1,rapid1stPointing,No,dumpster (UnityEngine.AudioClip),-225.3406,10.68832,21.62957,-7.804039,6.22,-15.4706,350.3215,-1.159978,84.72019,-10.08639,94.39868,8.926414,94.39868,8.926414,0.6544309,
P01,2021-03-11 11:13:13 AM,34.36905,Nojump,Controller,Controller,1,A,2,8,2,rapid1stPointing,No,bench (UnityEngine.AudioClip),-225.6144,10.78924,21.49394,-7.804039,6.22,-15.4706,350.3681,-1.184842,185.8732,-3.32996,-164.4949,2.145118,164.4949,2.145118,0.1113601,
P01,2021-03-11 11:13:15 AM,36.66708,Nojump,Controller,Controller,1,A,2,9,3,rapid1stPointing,Yes,fountain (UnityEngine.AudioClip),-224.7681,10.87333,21.32737,-7.804039,6.22,-15.4706,350.374,-1.211366,356.2166,2.896123,5.84259,-4.107489,5.84259,4.107489,0.0976692,
P01,2021-03-11 11:13:22 AM,43.14029,Nojump,Controller,Controller,1,A,2,10,1,rapid2ndPointing,No,dumpster (UnityEngine.AudioClip),-225.3112,10.70302,21.61071,-7.804039,6.22,-15.4706,350.325,-1.163962,73.69617,-9.216769,83.37112,8.052807,83.37112,8.052807,0.1111445,
P01,2021-03-11 11:13:23 AM,43.90603,Nojump,Controller,Controller,1,A,2,11,1,distanceJudgmentAnd2ndPointing,No,dumpster (UnityEngine.AudioClip),-225.3112,10.70147,21.61069,-7.804039,6.22,-15.4706,350.3251,-1.16356,73.99729,-9.680672,83.67221,8.517112,83.67221,8.517112,0.8768848,220.6909,1.40287,219.2881,219.2881
P01,2021-03-11 11:13:24 AM,45.52145,Nojump,Controller,Controller,1,A,2,12,2,rapid2ndPointing,No,bench (UnityEngine.AudioClip),-225.3086,10.69796,21.60967,-7.804039,6.22,-15.4706,350.3252,-1.162664,73.37717,-9.976373,83.05197,8.813708,83.05197,8.813708,0.0142469,
P01,2021-03-11 11:13:24 AM,45.75797,Nojump,Controller,Controller,1,A,2,13,2,distanceJudgmentAnd2ndPointing,No,bench (UnityEngine.AudioClip),-225.3088,10.6989,21.61049,-7.804039,6.22,-15.4706,350.325,-1.162904,73.23344,-9.587446,82.90842,8.424542,82.90842,8.424542,0.2504193,220.6884,3.292115,217.3963,217.3963
P01,2021-03-11 11:13:26 AM,47.37281,Nojump,Controller,Controller,1,A,2,14,3,rapid2ndPointing,Yes,fountain (UnityEngine.AudioClip),-225.3065,10.6984,21.60937,-7.804039,6.22,-15.4706,350.3252,-1.162789,72.28997,-10.08537,81.96478,8.922579,81.96478,8.922579,0.0140745,
P01,2021-03-11 11:13:27 AM,47.83234,Nojump,Controller,Controller,1,A,2,15,3,distanceJudgmentAnd2ndPointing,Yes,fountain (UnityEngine.AudioClip),-225.3065,10.6997,21.6092,-7.804039,6.22,-15.4706,350.3252,-1.163126,72.44428,-9.649772,82.11905,8.486645,82.11905,8.486645,0.4735311,220.686,3.707532,216.9785,216.9785
P01,2021-03-11 11:13:36 AM,57.36814,Nojump,Controller,Controller,1,A,3,16,1,rapid1stPointing,No,bench (UnityEngine.AudioClip),-219.3325,10.70945,22.01704,-7.804039,6.22,-15.4706,349.9502,-1.197205,81.87767,-5.698454,91.92743,4.501249,91.92743,4.501249,0.0281636,
P01,2021-03-11 11:13:38 AM,59.72107,Nojump,Controller,Controller,1,A,3,17,2,rapid1stPointing,No,fountain (UnityEngine.AudioClip),-219.3338,10.69535,22.01744,-7.804039,6.22,-15.4706,349.9502,-1.193438,82.09453,-9.142392,92.14435,7.948955,92.14435,7.948955,0.0141099,
P01,2021-03-11 11:13:41 AM,62.10136,Nojump,Controller,Controller,1,A,3,18,3,rapid1stPointing,No,dumpster (UnityEngine.AudioClip),-219.3364,10.69981,22.01509,-7.804039,6.22,-15.4706,349.9509,-1.194615,81.79977,-7.550041,91.84885,6.355425,91.84885,6.355425,0.0138549,
P01,2021-03-11 11:13:43 AM,64.5798,Nojump,Controller,Controller,1,A,3,19,4,rapid1stPointing,Yes,mailbox (UnityEngine.AudioClip),-219.3292,10.69313,22.01624,-7.804039,6.22,-15.4706,349.9503,-1.192872,80.76621,-10.28393,90.81592,9.09106,90.81592,9.09106,0.0138687,
P01,2021-03-11 11:13:50 AM,70.99806,Nojump,Controller,Controller,1,A,3,20,1,rapid2ndPointing,No,bench (UnityEngine.AudioClip),-219.3149,10.70644,22.01266,-7.804039,6.22,-15.4706,349.9506,-1.196502,76.07418,-4.127383,86.12363,2.930881,86.12363,2.930881,0.0142209,
P01,2021-03-11 11:13:51 AM,72.40436,Nojump,Controller,Controller,1,A,3,21,1,distanceJudgmentAnd2ndPointing,No,bench (UnityEngine.AudioClip),-219.3146,10.70099,22.01423,-7.804039,6.22,-15.4706,349.9501,-1.195051,76.39596,-6.448706,86.44583,5.253654,86.44583,5.253654,1.420214,214.8532,4.801998,210.0512,210.0512
